"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2010,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.141,0.075,2442692323,0.076875,0.075,NA,0.0353125983823475,NA,NA
2011,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.2112,0.075,2897207710,0.076875,0.075,NA,0.0577642680587005,NA,NA
2012,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.052,0.075,2936773694,0.076875,0.075,NA,0.0332254410205626,0.0741513839938865,NA
2013,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.103,0.075,3184245211,0.076875,0.075,NA,0.0601219991164568,0.0795084365030498,NA
2014,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.177,0.075,3652867097,0.076875,0.075,NA,0.135465241657159,0.0803364542830143,NA
2015,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.0282,0.075,3661661244,0.076875,0.075,NA,0.112070282414254,0.0730052999263762,NA
2016,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.0142,0.075,3641602614,0.076875,0.075,NA,0.0732818475071033,0.0654948089263696,NA
2017,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.1165,0.075,3933505411,0.076875,0.075,NA,0.0861314309607031,0.0593482084568167,0.0781299783063116
2018,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.0857,0.075,4149307441,0.076875,0.075,NA,0.0827027672063845,0.0713528933174876,0.0805721648808866
2019,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.0805,0.075,4316636287,0.076875,0.075,NA,0.0643363835497075,0.0993256882979565,0.0749765490934846
2020,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.0341,0.075,4333501521,0.076875,0.075,NA,0.0655550609909494,0.0885642459699578,0.0705161169478199
2021,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.2634,0.075,5295972522,0.076875,0.075,NA,0.113420849361409,0.0931671355540933,0.0812364433072406
2022,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",-0.0317,0.075,4836315936,0.076875,0.075,NA,0.0821552987940097,0.0841415420510576,0.0668966572271625
2023,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.04,0.075,4778268891,0.076875,0.075,NA,0.0728877598133244,0.0777840908325493,0.0718642713530269
2024,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.092,0.075,4915338090,0.076875,0.075,NA,0.0751618949139172,0.069735445314929,0.0912113442599578
2001,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",-0.09343,0.08,1526952900,0.0760416666666667,0.07,0.066895185769289,NA,NA,NA
2002,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",-0.07296,0.08,1272206300,0.0760416666666667,0.07,0.066895185769289,NA,NA,NA
2003,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.056,0.08,1312500000,0.0760416666666667,0.07,0.066895185769289,NA,NA,NA
2004,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.16567,0.08,1504356000,0.0760416666666667,0.07,0.066895185769289,NA,NA,NA
2005,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.08571,0.08,1608366000,0.0760416666666667,0.07,0.066895185769289,0.0235065787637603,NA,NA
2006,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.13332,0.08,1810182800,0.0760416666666667,0.07,0.066895185769289,0.0702392651704227,NA,NA
2007,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.18427,0.08,2141424800,0.0760416666666667,0.07,0.066895185769289,0.123961230980447,NA,NA
2008,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",-0.03295,0.08,2067551300,0.0760416666666667,0.07,0.066895185769289,0.1043540634641,NA,NA
2009,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",-0.21221,0.08,1604420900,0.0760416666666667,0.07,0.066895185769289,0.0211165197932328,NA,NA
2010,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.15012,0.08,1807468800,0.0760416666666667,0.07,0.066895185769289,0.0329544379766418,0.0282196568984252,NA
2011,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.2072,0.08,2143725000,0.0760416666666667,0.07,0.066895185769289,0.0460838581185876,0.0580926328159921,NA
2012,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.00856,0.075,2119559300,0.0760416666666667,0.07,0.066895185769289,0.0130169288254502,0.0670481499570135,NA
2013,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.13761,0.075,2342282300,0.0760416666666667,0.07,0.066895185769289,0.0464671441855755,0.0750210430326526,NA
2014,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.1783,0.075,2697364000,0.0760416666666667,0.07,0.066895185769289,0.134213155295106,0.0761801846524774,NA
2015,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0487,0.075,2763496000,0.0760416666666667,0.07,0.066895185769289,0.113464313987091,0.0724541503773402,0.0558835786549805
2016,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0127,0.075,2688226800,0.0760416666666667,0.07,0.066895185769289,0.0750201862080888,0.0604533294510985,0.0637053252304907
2017,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.1353,0.0725,2968258800,0.0760416666666667,0.07,0.066895185769289,0.100774597708171,0.0559845180206962,0.0781738917687889
2018,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0944,0.0725,3116571800,0.0760416666666667,0.07,0.066895185769289,0.0922823991886255,0.069129385492275,0.0807443045030916
2019,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0932,0.0725,3254983800,0.0760416666666667,0.07,0.066895185769289,0.0760282777941699,0.104737719164004,0.0761295466503857
2020,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0454,0.0725,3272530000,0.0760416666666667,0.07,0.066895185769289,0.0753502247212452,0.0942413354763683,0.0734186408365045
2021,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.3599,0.07,4204832000,0.0760416666666667,0.07,0.066895185769289,0.140657244129638,0.107352501683113,0.0865409386636429
2022,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",-0.01,0.07,4052835000,0.0760416666666667,0.07,0.066895185769289,0.109839236004657,0.105297624413339,0.0736392798502588
2023,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.0027,0.07,3965901815,0.0760416666666667,0.07,0.066895185769289,0.0905838457481252,0.0914327920445308,0.076233561687916
2024,6,"Tennessee","TN","Nashville Davidson Metropolitan Employee Benefit System","Nashville-Davidson ERS","Local Plans",0.078,0.07,4166503638,0.0760416666666667,0.07,0.066895185769289,0.0875341117575046,0.0817658976492279,0.0989731559721467
2001,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",-0.0142,0.076,177923810,0.0754166666666667,0.0695,0.0698108023144794,NA,NA,NA
2002,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",-0.042,0.076,57399994,0.0754166666666667,0.0695,0.0698108023144794,NA,NA,NA
2003,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.209,0.076,76249464,0.0754166666666667,0.0695,0.0698108023144794,NA,NA,NA
2004,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.108,0.076,90762473,0.0754166666666667,0.0695,0.0698108023144794,NA,NA,NA
2005,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.063,0.076,103253940,0.0754166666666667,0.0695,0.0698108023144794,0.0610374911899334,NA,NA
2006,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.1513,0.076,124669976,0.0754166666666667,0.0695,0.0698108023144794,0.0944871521995672,NA,NA
2007,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.0766,0.076,168651246,0.0754166666666667,0.0695,0.0698108023144794,0.120336386197756,NA,NA
2008,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",-0.276,0.0775,129754220,0.0754166666666667,0.0695,0.0698108023144794,0.0111390759995935,NA,NA
2009,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.2101,0.0775,166189946,0.0754166666666667,0.0695,0.0698108023144794,0.0291227866107977,NA,NA
2010,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.1346,0.0775,200042882,0.0754166666666667,0.0695,0.0698108023144794,0.0426273121444012,0.0517921218205615,NA
2011,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0,0.0775,208729170,0.0754166666666667,0.0695,0.0698108023144794,0.0136578695266847,0.0532974484555355,NA
2012,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.127,0.0775,287665289,0.0754166666666667,0.0695,0.0698108023144794,0.0229756693281262,0.0705497954524599,NA
2013,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.183,0.0775,350564778,0.0754166666666667,0.0695,0.0698108023144794,0.128533720176049,0.0682249496492742,NA
2014,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.065,0.0775,382346078,0.0754166666666667,0.0695,0.0698108023144794,0.100069717152093,0.0640050811822817,NA
2015,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.011,0.0775,391428009,0.0754166666666667,0.0695,0.0698108023144794,0.0749837141647918,0.0586819071367197,0.0594665201830411
2016,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.082,0.0775,431768012,0.0754166666666667,0.0695,0.0698108023144794,0.0920621044751939,0.0521299093805634,0.0660636462081203
2017,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.164,0.075,511530924,0.0754166666666667,0.0695,0.0698108023144794,0.0991403461660814,0.060374382614365,0.0799963767674126
2018,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",-0.042,0.075,490374327,0.0754166666666667,0.0695,0.0698108023144794,0.0537298980669214,0.090490587729299,0.0633712453663304
2019,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.189,0.075,575410866,0.0754166666666667,0.0695,0.0698108023144794,0.0771985299876792,0.0885740591251456,0.0683848442991586
2020,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.127,0.073,655408728,0.0754166666666667,0.0695,0.0698108023144794,0.100855468618791,0.0878426818315461,0.0725571163943257
2021,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.164,0.072,762477183,0.0754166666666667,0.0695,0.0698108023144794,0.11705729238544,0.104488993852725,0.0733418437561459
2022,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",-0.113,0.071,664891026,0.0754166666666667,0.0695,0.0698108023144794,0.0579607991201319,0.0783540230253912,0.0595692435980979
2023,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.144,0.07,749619933,0.0754166666666667,0.0695,0.0698108023144794,0.09617950787504,0.0747451423924714,0.0923836063893615
2024,12,"Nebraska","NE","Nebraska County Employees Retirement System","Nebraska County","State Plans",0.112,0.0695,824463415,0.0754166666666667,0.0695,0.0698108023144794,0.0815989713875349,0.0793965082465473,0.0862440462158474
2001,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",-0.043,0.08,84634169,0.07775,0.07,0.0625266305375307,NA,NA,NA
2002,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",-0.061,0.08,77103078,0.07775,0.07,0.0625266305375307,NA,NA,NA
2003,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.046,0.08,78243343,0.07775,0.07,0.0625266305375307,NA,NA,NA
2004,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.14,0.08,87907439,0.07775,0.07,0.0625266305375307,NA,NA,NA
2005,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.092,0.08,94949137,0.07775,0.07,0.0625266305375307,0.0319231153082506,NA,NA
2006,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.1,0.08,103935465,0.07775,0.07,0.0625266305375307,0.0610686674349459,NA,NA
2007,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.17,0.08,121224878,0.07775,0.07,0.0625266305375307,0.108785516221255,NA,NA
2008,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",-0.06,0.08,113254040,0.07775,0.07,0.0625266305375307,0.0853424213588427,NA,NA
2009,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",-0.19,0.08,90306299,0.07775,0.07,0.0625266305375307,0.0136378324703474,NA,NA
2010,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.14,0.08,101951911,0.07775,0.07,0.0625266305375307,0.0223962647258795,0.0271486448296803,NA
2011,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.23,0.08,124852333,0.07775,0.07,0.0625266305375307,0.0454944685112313,0.0532527818685404,NA
2012,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.008,0.08,123907003,0.07775,0.07,0.0625266305375307,0.0147911555879512,0.0607477246288821,NA
2013,6,"Nebraska","NE","Nebraska Judges Retirement System","Nebraska Judges Retirement System","State Plans",0.058,0.08,137021979,0.07775,0.07,0.0625266305375307,0.0390782070134155,0.0619584065212466,NA
